,est_time,away_team,home_team
184,2018-11-11 19:00:00+00:00,INDIANA_PACERS,HOUSTON_ROCKETS
185,2018-11-11 19:30:00+00:00,ORLANDO_MAGIC,NEW_YORK_KNICKS
186,2018-11-11 20:00:00+00:00,MILWAUKEE_BUCKS,DENVER_NUGGETS
187,2018-11-11 21:00:00+00:00,BOSTON_CELTICS,PORTLAND_TRAIL_BLAZERS
188,2018-11-11 21:30:00+00:00,ATLANTA_HAWKS,LOS_ANGELES_LAKERS
189,2018-11-12 19:00:00+00:00,ORLANDO_MAGIC,WASHINGTON_WIZARDS
190,2018-11-12 19:30:00+00:00,PHILADELPHIA_76ERS,MIAMI_HEAT
191,2018-11-12 19:30:00+00:00,NEW_ORLEANS_PELICANS,TORONTO_RAPTORS
192,2018-11-12 20:00:00+00:00,DALLAS_MAVERICKS,CHICAGO_BULLS
193,2018-11-12 20:00:00+00:00,UTAH_JAZZ,MEMPHIS_GRIZZLIES
194,2018-11-12 20:00:00+00:00,BROOKLYN_NETS,MINNESOTA_TIMBERWOLVES
195,2018-11-12 20:00:00+00:00,PHOENIX_SUNS,OKLAHOMA_CITY_THUNDER
196,2018-11-12 22:00:00+00:00,SAN_ANTONIO_SPURS,SACRAMENTO_KINGS
197,2018-11-12 22:30:00+00:00,GOLDEN_STATE_WARRIORS,LOS_ANGELES_CLIPPERS
198,2018-11-13 19:00:00+00:00,CHARLOTTE_HORNETS,CLEVELAND_CAVALIERS
199,2018-11-13 21:00:00+00:00,HOUSTON_ROCKETS,DENVER_NUGGETS
200,2018-11-13 22:30:00+00:00,ATLANTA_HAWKS,GOLDEN_STATE_WARRIORS
201,2018-11-14 19:00:00+00:00,PHILADELPHIA_76ERS,ORLANDO_MAGIC
202,2018-11-14 19:00:00+00:00,CLEVELAND_CAVALIERS,WASHINGTON_WIZARDS
203,2018-11-14 19:30:00+00:00,CHICAGO_BULLS,BOSTON_CELTICS
204,2018-11-14 19:30:00+00:00,MIAMI_HEAT,BROOKLYN_NETS
205,2018-11-14 19:30:00+00:00,DETROIT_PISTONS,TORONTO_RAPTORS
206,2018-11-14 20:00:00+00:00,MEMPHIS_GRIZZLIES,MILWAUKEE_BUCKS
207,2018-11-14 20:00:00+00:00,NEW_ORLEANS_PELICANS,MINNESOTA_TIMBERWOLVES
208,2018-11-14 20:00:00+00:00,NEW_YORK_KNICKS,OKLAHOMA_CITY_THUNDER
209,2018-11-14 20:30:00+00:00,UTAH_JAZZ,DALLAS_MAVERICKS
210,2018-11-14 21:00:00+00:00,SAN_ANTONIO_SPURS,PHOENIX_SUNS
211,2018-11-14 22:30:00+00:00,PORTLAND_TRAIL_BLAZERS,LOS_ANGELES_LAKERS
212,2018-11-15 20:00:00+00:00,GOLDEN_STATE_WARRIORS,HOUSTON_ROCKETS
213,2018-11-15 21:00:00+00:00,ATLANTA_HAWKS,DENVER_NUGGETS
214,2018-11-15 22:30:00+00:00,SAN_ANTONIO_SPURS,LOS_ANGELES_CLIPPERS
215,2018-11-16 19:00:00+00:00,TORONTO_RAPTORS,BOSTON_CELTICS
216,2018-11-16 19:00:00+00:00,MIAMI_HEAT,INDIANA_PACERS
217,2018-11-16 19:00:00+00:00,UTAH_JAZZ,PHILADELPHIA_76ERS
218,2018-11-16 19:00:00+00:00,BROOKLYN_NETS,WASHINGTON_WIZARDS
219,2018-11-16 20:00:00+00:00,SACRAMENTO_KINGS,MEMPHIS_GRIZZLIES
220,2018-11-16 20:00:00+00:00,PORTLAND_TRAIL_BLAZERS,MINNESOTA_TIMBERWOLVES
221,2018-11-16 20:00:00+00:00,NEW_YORK_KNICKS,NEW_ORLEANS_PELICANS
222,2018-11-16 21:30:00+00:00,CHICAGO_BULLS,MILWAUKEE_BUCKS
223,2018-11-17 18:00:00+00:00,LOS_ANGELES_CLIPPERS,BROOKLYN_NETS
224,2018-11-17 19:00:00+00:00,PHILADELPHIA_76ERS,CHARLOTTE_HORNETS
225,2018-11-17 19:00:00+00:00,ATLANTA_HAWKS,INDIANA_PACERS
226,2018-11-17 19:00:00+00:00,DENVER_NUGGETS,NEW_ORLEANS_PELICANS
227,2018-11-17 19:00:00+00:00,LOS_ANGELES_LAKERS,ORLANDO_MAGIC
228,2018-11-17 19:30:00+00:00,UTAH_JAZZ,BOSTON_CELTICS
229,2018-11-17 20:00:00+00:00,TORONTO_RAPTORS,CHICAGO_BULLS
230,2018-11-17 20:00:00+00:00,SACRAMENTO_KINGS,HOUSTON_ROCKETS
231,2018-11-17 20:30:00+00:00,GOLDEN_STATE_WARRIORS,DALLAS_MAVERICKS
232,2018-11-17 21:00:00+00:00,OKLAHOMA_CITY_THUNDER,PHOENIX_SUNS
233,2018-11-18 15:30:00+00:00,MEMPHIS_GRIZZLIES,MINNESOTA_TIMBERWOLVES
234,2018-11-18 18:00:00+00:00,LOS_ANGELES_LAKERS,MIAMI_HEAT
235,2018-11-18 18:00:00+00:00,NEW_YORK_KNICKS,ORLANDO_MAGIC
236,2018-11-18 18:00:00+00:00,PORTLAND_TRAIL_BLAZERS,WASHINGTON_WIZARDS
237,2018-11-18 19:00:00+00:00,GOLDEN_STATE_WARRIORS,SAN_ANTONIO_SPURS
238,2018-11-19 19:00:00+00:00,BOSTON_CELTICS,CHARLOTTE_HORNETS
239,2018-11-19 19:00:00+00:00,CLEVELAND_CAVALIERS,DETROIT_PISTONS
240,2018-11-19 19:00:00+00:00,UTAH_JAZZ,INDIANA_PACERS
241,2018-11-19 19:00:00+00:00,PHOENIX_SUNS,PHILADELPHIA_76ERS
242,2018-11-19 19:30:00+00:00,LOS_ANGELES_CLIPPERS,ATLANTA_HAWKS
243,2018-11-19 20:00:00+00:00,DALLAS_MAVERICKS,MEMPHIS_GRIZZLIES
244,2018-11-19 20:00:00+00:00,DENVER_NUGGETS,MILWAUKEE_BUCKS
245,2018-11-19 20:00:00+00:00,SAN_ANTONIO_SPURS,NEW_ORLEANS_PELICANS
