,date,team,conference,net_score,games,wins,losses
754,2018-12-08,HOUSTON_ROCKETS,Western,-36,25,11,14
755,2018-12-08,DALLAS_MAVERICKS,Western,27,24,13,11
756,2018-12-08,SACRAMENTO_KINGS,Western,-36,25,13,12
757,2018-12-08,INDIANA_PACERS,Eastern,119,26,16,10
758,2018-12-08,DENVER_NUGGETS,Western,164,26,17,9
759,2018-12-08,ATLANTA_HAWKS,Eastern,-268,26,6,20
760,2018-12-08,WASHINGTON_WIZARDS,Eastern,-122,26,11,15
761,2018-12-08,CLEVELAND_CAVALIERS,Eastern,-209,26,6,20
762,2018-12-08,BROOKLYN_NETS,Eastern,-54,28,10,18
763,2018-12-08,NEW_YORK_KNICKS,Eastern,-173,27,8,19
764,2018-12-08,BOSTON_CELTICS,Eastern,185,25,15,10
765,2018-12-08,CHICAGO_BULLS,Eastern,-290,27,6,21
766,2018-12-08,LOS_ANGELES_LAKERS,Western,57,26,16,10
767,2018-12-08,MEMPHIS_GRIZZLIES,Western,20,25,15,10
768,2018-12-08,MINNESOTA_TIMBERWOLVES,Western,5,26,13,13
769,2018-12-08,PORTLAND_TRAIL_BLAZERS,Western,50,26,15,11
770,2018-12-08,MIAMI_HEAT,Eastern,-6,25,11,14
771,2018-12-08,LOS_ANGELES_CLIPPERS,Western,77,25,16,9
772,2018-12-09,NEW_ORLEANS_PELICANS,Western,66,28,14,14
773,2018-12-09,DETROIT_PISTONS,Eastern,-16,24,13,11
774,2018-12-09,MILWAUKEE_BUCKS,Eastern,240,25,17,8
775,2018-12-09,TORONTO_RAPTORS,Eastern,212,28,21,7
776,2018-12-09,UTAH_JAZZ,Western,-7,27,13,14
777,2018-12-09,SAN_ANTONIO_SPURS,Western,-82,27,13,14
778,2018-12-09,CHARLOTTE_HORNETS,Eastern,86,26,13,13
779,2018-12-09,NEW_YORK_KNICKS,Eastern,-185,28,8,20
780,2018-12-10,WASHINGTON_WIZARDS,Eastern,-130,27,11,16
781,2018-12-10,INDIANA_PACERS,Eastern,127,27,17,10
782,2018-12-10,DETROIT_PISTONS,Eastern,-30,25,13,12
783,2018-12-10,PHILADELPHIA_76ERS,Eastern,68,28,19,9
784,2018-12-10,NEW_ORLEANS_PELICANS,Western,53,29,14,15
785,2018-12-10,BOSTON_CELTICS,Eastern,198,26,16,10
786,2018-12-10,SACRAMENTO_KINGS,Western,-17,26,14,12
787,2018-12-10,CHICAGO_BULLS,Eastern,-309,28,6,22
788,2018-12-10,CLEVELAND_CAVALIERS,Eastern,-225,27,6,21
789,2018-12-10,MILWAUKEE_BUCKS,Eastern,256,26,18,8
790,2018-12-10,UTAH_JAZZ,Western,-16,28,13,15
791,2018-12-10,OKLAHOMA_CITY_THUNDER,Western,171,25,17,8
792,2018-12-10,ORLANDO_MAGIC,Eastern,-91,27,12,15
793,2018-12-10,DALLAS_MAVERICKS,Western,52,25,14,11
794,2018-12-10,MEMPHIS_GRIZZLIES,Western,14,26,15,11
795,2018-12-10,DENVER_NUGGETS,Western,170,27,18,9
796,2018-12-10,LOS_ANGELES_CLIPPERS,Western,81,26,17,9
797,2018-12-10,PHOENIX_SUNS,Western,-307,27,4,23
798,2018-12-10,MINNESOTA_TIMBERWOLVES,Western,-3,27,13,14
799,2018-12-10,GOLDEN_STATE_WARRIORS,Western,164,28,19,9
800,2018-12-10,MIAMI_HEAT,Eastern,-9,26,11,15
801,2018-12-10,LOS_ANGELES_LAKERS,Western,60,27,17,10
802,2018-12-11,PORTLAND_TRAIL_BLAZERS,Western,43,27,15,12
803,2018-12-11,HOUSTON_ROCKETS,Western,-29,26,12,14
804,2018-12-11,PHOENIX_SUNS,Western,-332,28,4,24
805,2018-12-11,SAN_ANTONIO_SPURS,Western,-57,28,14,14
806,2018-12-11,TORONTO_RAPTORS,Eastern,236,29,22,7
807,2018-12-11,LOS_ANGELES_CLIPPERS,Western,57,27,17,10
808,2018-12-12,DETROIT_PISTONS,Eastern,-31,26,13,13
809,2018-12-12,CHARLOTTE_HORNETS,Eastern,87,27,14,13
810,2018-12-12,NEW_YORK_KNICKS,Eastern,-192,29,8,21
811,2018-12-12,CLEVELAND_CAVALIERS,Eastern,-218,28,7,21
812,2018-12-12,MILWAUKEE_BUCKS,Eastern,240,27,18,9
813,2018-12-12,INDIANA_PACERS,Eastern,143,28,18,10
814,2018-12-12,BROOKLYN_NETS,Eastern,-51,29,11,18
815,2018-12-12,PHILADELPHIA_76ERS,Eastern,65,29,19,10
816,2018-12-12,BOSTON_CELTICS,Eastern,203,27,17,10
817,2018-12-12,WASHINGTON_WIZARDS,Eastern,-135,28,11,17
818,2018-12-12,PORTLAND_TRAIL_BLAZERS,Western,34,28,15,13
819,2018-12-12,MEMPHIS_GRIZZLIES,Western,23,27,16,11
820,2018-12-12,OKLAHOMA_CITY_THUNDER,Western,167,26,17,9
821,2018-12-12,NEW_ORLEANS_PELICANS,Western,57,30,15,15
822,2018-12-12,ATLANTA_HAWKS,Eastern,-275,27,6,21
823,2018-12-12,DALLAS_MAVERICKS,Western,59,26,15,11
824,2018-12-12,MIAMI_HEAT,Eastern,-36,27,11,16
825,2018-12-12,UTAH_JAZZ,Western,11,29,14,15
826,2018-12-12,MINNESOTA_TIMBERWOLVES,Western,-14,28,13,15
827,2018-12-12,SACRAMENTO_KINGS,Western,-6,27,15,12
828,2018-12-12,TORONTO_RAPTORS,Eastern,256,30,23,7
829,2018-12-12,GOLDEN_STATE_WARRIORS,Western,144,29,19,10
830,2018-12-13,LOS_ANGELES_LAKERS,Western,45,28,17,11
831,2018-12-13,HOUSTON_ROCKETS,Western,-14,27,13,14
832,2018-12-13,LOS_ANGELES_CLIPPERS,Western,19,28,17,11
833,2018-12-13,SAN_ANTONIO_SPURS,Western,-19,29,15,14
834,2018-12-13,CHICAGO_BULLS,Eastern,-315,29,6,23
835,2018-12-13,ORLANDO_MAGIC,Eastern,-85,28,13,15
836,2018-12-13,DALLAS_MAVERICKS,Western,49,27,15,12
837,2018-12-13,PHOENIX_SUNS,Western,-322,29,5,24
838,2018-12-14,ATLANTA_HAWKS,Eastern,-296,28,6,22
839,2018-12-14,BOSTON_CELTICS,Eastern,224,28,18,10
840,2018-12-14,NEW_YORK_KNICKS,Eastern,-190,30,9,21
841,2018-12-14,CHARLOTTE_HORNETS,Eastern,85,28,14,14
842,2018-12-14,WASHINGTON_WIZARDS,Eastern,-142,29,11,18
843,2018-12-14,BROOKLYN_NETS,Eastern,-44,30,12,18
844,2018-12-14,MILWAUKEE_BUCKS,Eastern,252,28,19,9
845,2018-12-14,CLEVELAND_CAVALIERS,Eastern,-230,29,7,22
846,2018-12-14,INDIANA_PACERS,Eastern,155,29,19,10
847,2018-12-14,PHILADELPHIA_76ERS,Eastern,53,30,19,11
848,2018-12-14,MIAMI_HEAT,Eastern,-33,28,12,16
849,2018-12-14,MEMPHIS_GRIZZLIES,Western,20,28,16,12
850,2018-12-14,OKLAHOMA_CITY_THUNDER,Western,156,27,17,10
851,2018-12-14,DENVER_NUGGETS,Western,181,28,19,9
852,2018-12-14,TORONTO_RAPTORS,Eastern,250,31,23,8
853,2018-12-14,PORTLAND_TRAIL_BLAZERS,Western,40,29,16,13
854,2018-12-14,GOLDEN_STATE_WARRIORS,Western,149,30,20,10
855,2018-12-14,SACRAMENTO_KINGS,Western,-11,28,15,13
856,2018-12-15,UTAH_JAZZ,Western,4,30,14,16
857,2018-12-15,ORLANDO_MAGIC,Eastern,-78,29,14,15
858,2018-12-15,LOS_ANGELES_LAKERS,Western,73,29,18,11
859,2018-12-15,CHARLOTTE_HORNETS,Eastern,57,29,14,15
860,2018-12-15,BOSTON_CELTICS,Eastern,215,29,18,11
861,2018-12-15,DETROIT_PISTONS,Eastern,-22,27,14,13
862,2018-12-15,HOUSTON_ROCKETS,Western,-6,28,14,14
863,2018-12-15,MEMPHIS_GRIZZLIES,Western,12,29,16,13
864,2018-12-15,CHICAGO_BULLS,Eastern,-310,30,7,23
865,2018-12-15,SAN_ANTONIO_SPURS,Western,-24,30,15,15
866,2018-12-15,LOS_ANGELES_CLIPPERS,Western,13,29,17,12
867,2018-12-15,OKLAHOMA_CITY_THUNDER,Western,162,28,18,10
868,2018-12-15,MINNESOTA_TIMBERWOLVES,Western,-22,29,13,16
869,2018-12-15,PHOENIX_SUNS,Western,-314,30,6,24
870,2018-12-16,ATLANTA_HAWKS,Eastern,-313,29,6,23
871,2018-12-16,BROOKLYN_NETS,Eastern,-27,31,13,18
872,2018-12-16,PHILADELPHIA_76ERS,Eastern,76,31,20,11
873,2018-12-16,CLEVELAND_CAVALIERS,Eastern,-253,30,7,23
874,2018-12-16,NEW_YORK_KNICKS,Eastern,-201,31,9,22
875,2018-12-16,INDIANA_PACERS,Eastern,166,30,20,10
876,2018-12-16,LOS_ANGELES_LAKERS,Western,55,30,18,12
877,2018-12-16,WASHINGTON_WIZARDS,Eastern,-124,30,12,18
878,2018-12-16,SACRAMENTO_KINGS,Western,-4,29,16,13
879,2018-12-16,DALLAS_MAVERICKS,Western,42,28,15,13
880,2018-12-16,MIAMI_HEAT,Eastern,-27,29,13,16
881,2018-12-16,NEW_ORLEANS_PELICANS,Western,51,31,15,16
882,2018-12-16,TORONTO_RAPTORS,Eastern,241,32,23,9
883,2018-12-16,DENVER_NUGGETS,Western,190,29,20,9
884,2018-12-17,MILWAUKEE_BUCKS,Eastern,255,29,20,9
885,2018-12-17,DETROIT_PISTONS,Eastern,-25,28,14,14
886,2018-12-17,PHOENIX_SUNS,Western,-296,31,7,24
887,2018-12-17,NEW_YORK_KNICKS,Eastern,-219,32,9,23
888,2018-12-17,UTAH_JAZZ,Western,-1,31,14,17
889,2018-12-17,HOUSTON_ROCKETS,Western,-1,29,15,14
890,2018-12-17,SACRAMENTO_KINGS,Western,-31,30,16,14
891,2018-12-17,MINNESOTA_TIMBERWOLVES,Western,5,30,14,16
892,2018-12-17,CHICAGO_BULLS,Eastern,-335,31,7,24
893,2018-12-17,OKLAHOMA_CITY_THUNDER,Western,187,29,19,10
894,2018-12-17,PHILADELPHIA_76ERS,Eastern,49,32,20,12
895,2018-12-17,SAN_ANTONIO_SPURS,Western,3,31,16,15
896,2018-12-17,MEMPHIS_GRIZZLIES,Western,-5,30,16,14
897,2018-12-17,GOLDEN_STATE_WARRIORS,Western,166,31,21,10
898,2018-12-17,PORTLAND_TRAIL_BLAZERS,Western,44,30,17,13
899,2018-12-17,LOS_ANGELES_CLIPPERS,Western,9,30,17,13
900,2018-12-18,CLEVELAND_CAVALIERS,Eastern,-252,31,8,23
901,2018-12-18,INDIANA_PACERS,Eastern,165,31,20,11
902,2018-12-18,WASHINGTON_WIZARDS,Eastern,-132,31,12,19
903,2018-12-18,ATLANTA_HAWKS,Eastern,-305,30,7,23
904,2018-12-18,LOS_ANGELES_LAKERS,Western,50,31,18,13
905,2018-12-18,BROOKLYN_NETS,Eastern,-22,32,14,18
906,2018-12-18,DALLAS_MAVERICKS,Western,34,29,15,14
907,2018-12-18,DENVER_NUGGETS,Western,198,30,21,9
908,2018-12-19,CLEVELAND_CAVALIERS,Eastern,-263,32,8,24
909,2018-12-19,CHARLOTTE_HORNETS,Eastern,68,30,15,15
910,2018-12-19,SAN_ANTONIO_SPURS,Western,42,32,17,15
911,2018-12-19,ORLANDO_MAGIC,Eastern,-117,30,14,16
912,2018-12-19,NEW_YORK_KNICKS,Eastern,-241,33,9,24
913,2018-12-19,PHILADELPHIA_76ERS,Eastern,71,33,21,12
914,2018-12-19,PHOENIX_SUNS,Western,-288,32,8,24
915,2018-12-19,BOSTON_CELTICS,Eastern,207,30,18,12
916,2018-12-19,INDIANA_PACERS,Eastern,162,32,20,12
917,2018-12-19,TORONTO_RAPTORS,Eastern,244,33,24,9
918,2018-12-19,BROOKLYN_NETS,Eastern,-19,33,15,18
919,2018-12-19,CHICAGO_BULLS,Eastern,-338,32,7,25
920,2018-12-19,WASHINGTON_WIZARDS,Eastern,-150,32,12,20
921,2018-12-19,HOUSTON_ROCKETS,Western,17,30,16,14
922,2018-12-19,NEW_ORLEANS_PELICANS,Western,43,32,15,17
923,2018-12-19,MILWAUKEE_BUCKS,Eastern,263,30,21,9
924,2018-12-19,DETROIT_PISTONS,Eastern,-19,29,15,14
925,2018-12-19,MINNESOTA_TIMBERWOLVES,Western,-1,31,14,17
926,2018-12-19,GOLDEN_STATE_WARRIORS,Western,161,32,21,11
927,2018-12-19,UTAH_JAZZ,Western,4,32,15,17
928,2018-12-19,MEMPHIS_GRIZZLIES,Western,-12,31,16,15
929,2018-12-19,PORTLAND_TRAIL_BLAZERS,Western,51,31,18,13
930,2018-12-19,OKLAHOMA_CITY_THUNDER,Western,206,30,20,10
931,2018-12-19,SACRAMENTO_KINGS,Western,-50,31,16,15
932,2018-12-20,HOUSTON_ROCKETS,Western,15,31,16,15
933,2018-12-20,MIAMI_HEAT,Eastern,-25,30,14,16
934,2018-12-20,DALLAS_MAVERICKS,Western,30,30,15,15
935,2018-12-20,LOS_ANGELES_CLIPPERS,Western,13,31,18,13
936,2018-12-21,DETROIT_PISTONS,Eastern,-31,30,15,15
937,2018-12-21,CHARLOTTE_HORNETS,Eastern,80,31,16,15
938,2018-12-21,CLEVELAND_CAVALIERS,Eastern,-279,33,8,25
939,2018-12-21,TORONTO_RAPTORS,Eastern,260,34,25,9
940,2018-12-21,INDIANA_PACERS,Eastern,170,33,21,12
941,2018-12-21,BROOKLYN_NETS,Eastern,-27,34,15,19
942,2018-12-21,ATLANTA_HAWKS,Eastern,-298,31,8,23
943,2018-12-21,NEW_YORK_KNICKS,Eastern,-248,34,9,25
944,2018-12-21,MILWAUKEE_BUCKS,Eastern,276,31,22,9
945,2018-12-21,BOSTON_CELTICS,Eastern,194,31,18,13
946,2018-12-21,ORLANDO_MAGIC,Eastern,-127,31,14,17
947,2018-12-21,CHICAGO_BULLS,Eastern,-328,33,8,25
948,2018-12-21,MINNESOTA_TIMBERWOLVES,Western,-27,32,14,18
949,2018-12-21,SAN_ANTONIO_SPURS,Western,68,33,18,15
950,2018-12-21,UTAH_JAZZ,Western,34,33,16,17
951,2018-12-21,PORTLAND_TRAIL_BLAZERS,Western,21,32,18,14
952,2018-12-21,MEMPHIS_GRIZZLIES,Western,-15,32,16,16
953,2018-12-21,SACRAMENTO_KINGS,Western,-47,32,17,15
954,2018-12-21,NEW_ORLEANS_PELICANS,Western,35,33,15,18
955,2018-12-21,LOS_ANGELES_LAKERS,Western,58,32,19,13
956,2018-12-22,DENVER_NUGGETS,Western,177,31,21,10
957,2018-12-22,LOS_ANGELES_CLIPPERS,Western,34,32,19,13
958,2018-12-22,PHOENIX_SUNS,Western,-291,33,8,25
959,2018-12-22,WASHINGTON_WIZARDS,Eastern,-147,33,13,20
960,2018-12-22,TORONTO_RAPTORS,Eastern,235,35,25,10
961,2018-12-22,PHILADELPHIA_76ERS,Eastern,96,34,22,12
962,2018-12-22,SAN_ANTONIO_SPURS,Western,61,34,18,16
963,2018-12-22,HOUSTON_ROCKETS,Western,22,32,17,15
964,2018-12-22,MILWAUKEE_BUCKS,Eastern,269,32,22,10
965,2018-12-22,MIAMI_HEAT,Eastern,-18,31,15,16
966,2018-12-22,DALLAS_MAVERICKS,Western,26,31,15,16
967,2018-12-22,GOLDEN_STATE_WARRIORS,Western,165,33,22,11
968,2018-12-22,OKLAHOMA_CITY_THUNDER,Western,207,31,21,10
969,2018-12-22,UTAH_JAZZ,Western,33,34,16,18
970,2018-12-23,ATLANTA_HAWKS,Eastern,-295,32,9,23
971,2018-12-23,DETROIT_PISTONS,Eastern,-34,31,15,16
972,2018-12-23,WASHINGTON_WIZARDS,Eastern,-163,34,13,21
973,2018-12-23,INDIANA_PACERS,Eastern,186,34,22,12
974,2018-12-23,CHARLOTTE_HORNETS,Eastern,64,32,16,16
975,2018-12-23,BOSTON_CELTICS,Eastern,210,32,19,13
976,2018-12-23,PHOENIX_SUNS,Western,-299,34,8,26
977,2018-12-23,BROOKLYN_NETS,Eastern,-19,35,16,19
978,2018-12-23,CHICAGO_BULLS,Eastern,-308,34,9,25
979,2018-12-23,CLEVELAND_CAVALIERS,Eastern,-299,34,8,26
980,2018-12-23,MIAMI_HEAT,Eastern,6,32,16,16
981,2018-12-23,ORLANDO_MAGIC,Eastern,-151,32,14,18
982,2018-12-23,NEW_ORLEANS_PELICANS,Western,30,34,15,19
983,2018-12-23,SACRAMENTO_KINGS,Western,-42,33,18,15
984,2018-12-23,MINNESOTA_TIMBERWOLVES,Western,-25,33,15,18
985,2018-12-23,OKLAHOMA_CITY_THUNDER,Western,205,32,21,11
986,2018-12-23,LOS_ANGELES_CLIPPERS,Western,32,33,19,14
987,2018-12-23,GOLDEN_STATE_WARRIORS,Western,167,34,23,11
988,2018-12-23,DALLAS_MAVERICKS,Western,23,32,15,17
989,2018-12-23,PORTLAND_TRAIL_BLAZERS,Western,24,33,19,14
990,2018-12-23,MEMPHIS_GRIZZLIES,Western,-7,33,17,16
991,2018-12-23,LOS_ANGELES_LAKERS,Western,50,33,19,14
992,2018-12-25,MILWAUKEE_BUCKS,Eastern,283,33,23,10
993,2018-12-25,NEW_YORK_KNICKS,Eastern,-262,35,9,26
994,2018-12-25,OKLAHOMA_CITY_THUNDER,Western,201,33,21,12
995,2018-12-25,HOUSTON_ROCKETS,Western,26,33,18,15
996,2018-12-25,PHILADELPHIA_76ERS,Eastern,89,35,22,13
997,2018-12-25,BOSTON_CELTICS,Eastern,217,33,20,13
998,2018-12-25,LOS_ANGELES_LAKERS,Western,76,34,20,14
999,2018-12-25,GOLDEN_STATE_WARRIORS,Western,141,35,23,12
1000,2018-12-25,PORTLAND_TRAIL_BLAZERS,Western,3,34,19,15
1001,2018-12-25,UTAH_JAZZ,Western,54,35,17,18
1002,2018-12-26,WASHINGTON_WIZARDS,Eastern,-174,35,13,22
1003,2018-12-26,DETROIT_PISTONS,Eastern,-23,32,16,16
1004,2018-12-26,PHOENIX_SUNS,Western,-297,35,9,26
1005,2018-12-26,ORLANDO_MAGIC,Eastern,-153,33,14,19
1006,2018-12-26,INDIANA_PACERS,Eastern,194,35,23,12
1007,2018-12-26,ATLANTA_HAWKS,Eastern,-303,33,9,24
1008,2018-12-26,CHARLOTTE_HORNETS,Eastern,62,33,16,17
1009,2018-12-26,BROOKLYN_NETS,Eastern,-17,36,17,19
1010,2018-12-26,TORONTO_RAPTORS,Eastern,237,36,26,10
1011,2018-12-26,MIAMI_HEAT,Eastern,4,33,16,17
1012,2018-12-26,MINNESOTA_TIMBERWOLVES,Western,0,34,16,18
1013,2018-12-26,CHICAGO_BULLS,Eastern,-333,35,9,26
1014,2018-12-26,CLEVELAND_CAVALIERS,Eastern,-307,35,8,27
1015,2018-12-26,MEMPHIS_GRIZZLIES,Western,1,34,18,16
1016,2018-12-26,NEW_ORLEANS_PELICANS,Western,27,35,15,20
1017,2018-12-26,DALLAS_MAVERICKS,Western,26,33,16,17
1018,2018-12-26,DENVER_NUGGETS,Western,169,32,21,11
1019,2018-12-26,SAN_ANTONIO_SPURS,Western,69,35,19,16
1020,2018-12-26,SACRAMENTO_KINGS,Western,-51,34,18,16
1021,2018-12-26,LOS_ANGELES_CLIPPERS,Western,41,34,20,14
1022,2018-12-27,BOSTON_CELTICS,Eastern,203,34,20,14
1023,2018-12-27,HOUSTON_ROCKETS,Western,40,34,19,15
1024,2018-12-27,NEW_YORK_KNICKS,Eastern,-278,36,9,27
1025,2018-12-27,MILWAUKEE_BUCKS,Eastern,299,34,24,10
1026,2018-12-27,LOS_ANGELES_LAKERS,Western,75,35,20,15
1027,2018-12-27,SACRAMENTO_KINGS,Western,-50,35,19,16
1028,2018-12-27,PORTLAND_TRAIL_BLAZERS,Western,4,35,20,15
1029,2018-12-27,GOLDEN_STATE_WARRIORS,Western,140,36,23,13
1030,2018-12-27,PHILADELPHIA_76ERS,Eastern,106,36,23,13
1031,2018-12-27,UTAH_JAZZ,Western,37,36,17,19
1032,2018-12-28,BROOKLYN_NETS,Eastern,-30,37,17,20
1033,2018-12-28,CHARLOTTE_HORNETS,Eastern,75,34,17,17
1034,2018-12-28,DETROIT_PISTONS,Eastern,-60,33,16,17
1035,2018-12-28,INDIANA_PACERS,Eastern,231,36,24,12
1036,2018-12-28,TORONTO_RAPTORS,Eastern,208,37,26,11
1037,2018-12-28,ORLANDO_MAGIC,Eastern,-124,34,15,19
1038,2018-12-28,CHICAGO_BULLS,Eastern,-324,36,10,26
1039,2018-12-28,WASHINGTON_WIZARDS,Eastern,-183,36,13,23
1040,2018-12-28,CLEVELAND_CAVALIERS,Eastern,-331,36,8,28
1041,2018-12-28,MIAMI_HEAT,Eastern,28,34,17,17
1042,2018-12-28,ATLANTA_HAWKS,Eastern,-300,34,10,24
1043,2018-12-28,MINNESOTA_TIMBERWOLVES,Western,-3,35,16,19
1044,2018-12-28,DALLAS_MAVERICKS,Western,24,34,16,18
1045,2018-12-28,NEW_ORLEANS_PELICANS,Western,29,36,16,20
1046,2018-12-28,SAN_ANTONIO_SPURS,Western,66,36,19,17
1047,2018-12-28,DENVER_NUGGETS,Western,172,33,22,11
1048,2018-12-28,OKLAHOMA_CITY_THUNDER,Western,217,34,22,12
1049,2018-12-28,PHOENIX_SUNS,Western,-313,36,9,27
1050,2018-12-28,LOS_ANGELES_CLIPPERS,Western,52,35,21,14
1051,2018-12-28,LOS_ANGELES_LAKERS,Western,64,36,20,16
1052,2018-12-29,BROOKLYN_NETS,Eastern,-44,38,17,21
1053,2018-12-29,MILWAUKEE_BUCKS,Eastern,313,35,25,10
1054,2018-12-29,HOUSTON_ROCKETS,Western,44,35,20,15
1055,2018-12-29,NEW_ORLEANS_PELICANS,Western,25,37,16,21
1056,2018-12-29,CHARLOTTE_HORNETS,Eastern,71,35,17,18
1057,2018-12-29,WASHINGTON_WIZARDS,Eastern,-179,37,14,23
1058,2018-12-29,CLEVELAND_CAVALIERS,Eastern,-334,37,8,29
1059,2018-12-29,ATLANTA_HAWKS,Eastern,-297,35,11,24
1060,2018-12-29,BOSTON_CELTICS,Eastern,212,35,21,14
1061,2018-12-29,MEMPHIS_GRIZZLIES,Western,-8,35,18,17
1062,2018-12-29,NEW_YORK_KNICKS,Eastern,-310,37,9,28
1063,2018-12-29,UTAH_JAZZ,Western,69,37,18,19
1064,2018-12-29,DENVER_NUGGETS,Western,176,34,23,11
1065,2018-12-29,PHOENIX_SUNS,Western,-317,37,9,28
1066,2018-12-29,GOLDEN_STATE_WARRIORS,Western,150,37,24,13
1067,2018-12-29,PORTLAND_TRAIL_BLAZERS,Western,-6,36,20,16
1068,2018-12-29,SAN_ANTONIO_SPURS,Western,77,37,20,17
1069,2018-12-29,LOS_ANGELES_CLIPPERS,Western,41,36,21,15
1070,2018-12-30,DETROIT_PISTONS,Eastern,-62,34,16,18
1071,2018-12-30,ORLANDO_MAGIC,Eastern,-122,35,16,19
1072,2018-12-30,MINNESOTA_TIMBERWOLVES,Western,6,36,17,19
1073,2018-12-30,MIAMI_HEAT,Eastern,19,35,17,18
1074,2018-12-30,CHICAGO_BULLS,Eastern,-330,37,10,27
1075,2018-12-30,TORONTO_RAPTORS,Eastern,214,38,27,11
1076,2018-12-30,OKLAHOMA_CITY_THUNDER,Western,215,35,22,13
1077,2018-12-30,DALLAS_MAVERICKS,Western,26,35,17,18
1078,2018-12-30,PHILADELPHIA_76ERS,Eastern,72,37,23,14
1079,2018-12-30,PORTLAND_TRAIL_BLAZERS,Western,28,37,21,16
1080,2018-12-30,SACRAMENTO_KINGS,Western,-57,36,19,17
1081,2018-12-30,LOS_ANGELES_LAKERS,Western,71,37,21,16
1082,2018-12-31,ATLANTA_HAWKS,Eastern,-305,36,11,25
1083,2018-12-31,INDIANA_PACERS,Eastern,239,37,25,12
1084,2018-12-31,ORLANDO_MAGIC,Eastern,-147,36,16,20
1085,2018-12-31,CHARLOTTE_HORNETS,Eastern,96,36,18,18
1086,2018-12-31,MEMPHIS_GRIZZLIES,Western,-20,36,18,18
1087,2018-12-31,HOUSTON_ROCKETS,Western,56,36,21,15
1088,2018-12-31,BOSTON_CELTICS,Eastern,203,36,21,15
1089,2018-12-31,SAN_ANTONIO_SPURS,Western,86,38,21,17
1090,2018-12-31,MINNESOTA_TIMBERWOLVES,Western,-3,37,17,20
1091,2018-12-31,NEW_ORLEANS_PELICANS,Western,34,38,17,21
1092,2018-12-31,DALLAS_MAVERICKS,Western,6,36,17,19
1093,2018-12-31,OKLAHOMA_CITY_THUNDER,Western,235,36,23,13
1094,2018-12-31,GOLDEN_STATE_WARRIORS,Western,173,38,25,13
1095,2018-12-31,PHOENIX_SUNS,Western,-340,38,9,29
1096,2019-01-01,UTAH_JAZZ,Western,63,38,18,20
1097,2019-01-01,TORONTO_RAPTORS,Eastern,220,39,28,11
1098,2019-01-01,DETROIT_PISTONS,Eastern,-85,35,16,19
1099,2019-01-01,MILWAUKEE_BUCKS,Eastern,336,36,26,10
1100,2019-01-01,NEW_YORK_KNICKS,Eastern,-317,38,9,29
1101,2019-01-01,DENVER_NUGGETS,Western,183,35,24,11
1102,2019-01-01,PORTLAND_TRAIL_BLAZERS,Western,33,38,22,16
1103,2019-01-01,SACRAMENTO_KINGS,Western,-62,37,19,18
1104,2019-01-01,PHILADELPHIA_76ERS,Eastern,78,38,24,14
1105,2019-01-01,LOS_ANGELES_CLIPPERS,Western,35,37,21,16
1106,2019-01-02,DALLAS_MAVERICKS,Western,44,37,18,19
1107,2019-01-02,CHARLOTTE_HORNETS,Eastern,58,37,18,19
1108,2019-01-02,MIAMI_HEAT,Eastern,44,36,18,18
1109,2019-01-02,CLEVELAND_CAVALIERS,Eastern,-359,38,8,30
1110,2019-01-02,ATLANTA_HAWKS,Eastern,-321,37,11,26
1111,2019-01-02,WASHINGTON_WIZARDS,Eastern,-163,38,15,23
1112,2019-01-02,NEW_ORLEANS_PELICANS,Western,29,39,17,22
1113,2019-01-02,BROOKLYN_NETS,Eastern,-39,39,18,21
1114,2019-01-02,MINNESOTA_TIMBERWOLVES,Western,-16,38,17,21
1115,2019-01-02,BOSTON_CELTICS,Eastern,216,37,22,15
1116,2019-01-02,ORLANDO_MAGIC,Eastern,-119,37,17,20
1117,2019-01-02,CHICAGO_BULLS,Eastern,-358,38,10,28
1118,2019-01-02,DETROIT_PISTONS,Eastern,-78,36,17,19
1119,2019-01-02,MEMPHIS_GRIZZLIES,Western,-27,37,18,19
1120,2019-01-02,PHILADELPHIA_76ERS,Eastern,83,39,25,14
1121,2019-01-02,PHOENIX_SUNS,Western,-345,39,9,30
1122,2019-01-02,OKLAHOMA_CITY_THUNDER,Western,242,37,24,13
1123,2019-01-02,LOS_ANGELES_LAKERS,Western,64,38,21,17
1124,2019-01-03,TORONTO_RAPTORS,Eastern,202,40,28,12
1125,2019-01-03,SAN_ANTONIO_SPURS,Western,104,39,22,17
1126,2019-01-03,DENVER_NUGGETS,Western,187,36,25,11
1127,2019-01-03,SACRAMENTO_KINGS,Western,-66,38,19,19
1128,2019-01-03,HOUSTON_ROCKETS,Western,57,37,22,15
1129,2019-01-03,GOLDEN_STATE_WARRIORS,Western,172,39,25,14
1130,2019-01-04,UTAH_JAZZ,Western,89,39,19,20
1131,2019-01-04,CLEVELAND_CAVALIERS,Eastern,-385,39,8,31
1132,2019-01-04,DALLAS_MAVERICKS,Western,23,38,18,20
1133,2019-01-04,BOSTON_CELTICS,Eastern,237,38,23,15
1134,2019-01-04,INDIANA_PACERS,Eastern,242,38,26,12
1135,2019-01-04,CHICAGO_BULLS,Eastern,-361,39,10,29
1136,2019-01-04,BROOKLYN_NETS,Eastern,-30,40,19,21
1137,2019-01-04,MEMPHIS_GRIZZLIES,Western,-36,38,18,20
