,date,team,conference,net_score,games,wins,losses
1516,2019-01-30,MEMPHIS_GRIZZLIES,Western,-168,52,20,32
1517,2019-01-30,MINNESOTA_TIMBERWOLVES,Western,8,51,25,26
1518,2019-01-30,DENVER_NUGGETS,Western,284,50,35,15
1519,2019-01-30,NEW_ORLEANS_PELICANS,Western,73,52,23,29
1520,2019-01-30,INDIANA_PACERS,Eastern,220,50,32,18
1521,2019-01-30,WASHINGTON_WIZARDS,Eastern,-133,51,22,29
1522,2019-01-30,ATLANTA_HAWKS,Eastern,-382,50,16,34
1523,2019-01-30,SACRAMENTO_KINGS,Western,-83,51,26,25
1524,2019-01-30,UTAH_JAZZ,Western,155,52,29,23
1525,2019-01-30,PORTLAND_TRAIL_BLAZERS,Western,161,52,32,20
1526,2019-01-31,DALLAS_MAVERICKS,Western,20,51,23,28
1527,2019-01-31,DETROIT_PISTONS,Eastern,-132,50,22,28
1528,2019-01-31,INDIANA_PACERS,Eastern,213,51,32,19
1529,2019-01-31,ORLANDO_MAGIC,Eastern,-179,52,21,31
1530,2019-01-31,MILWAUKEE_BUCKS,Eastern,486,50,37,13
1531,2019-01-31,TORONTO_RAPTORS,Eastern,268,53,37,16
1532,2019-01-31,BROOKLYN_NETS,Eastern,14,53,28,25
1533,2019-01-31,SAN_ANTONIO_SPURS,Western,135,53,31,22
1534,2019-01-31,PHILADELPHIA_76ERS,Eastern,193,52,34,18
1535,2019-01-31,GOLDEN_STATE_WARRIORS,Western,355,51,36,15
1536,2019-01-31,LOS_ANGELES_LAKERS,Western,14,52,27,25
1537,2019-01-31,LOS_ANGELES_CLIPPERS,Western,29,52,28,24
1538,2019-02-01,MEMPHIS_GRIZZLIES,Western,-176,53,20,33
1539,2019-02-01,CHARLOTTE_HORNETS,Eastern,10,51,25,26
1540,2019-02-01,BOSTON_CELTICS,Eastern,361,52,33,19
1541,2019-02-01,NEW_YORK_KNICKS,Eastern,-454,51,10,41
1542,2019-02-01,OKLAHOMA_CITY_THUNDER,Western,267,51,33,18
1543,2019-02-01,MIAMI_HEAT,Eastern,-24,50,24,26
1544,2019-02-01,ATLANTA_HAWKS,Eastern,-398,51,16,35
1545,2019-02-01,UTAH_JAZZ,Western,171,53,30,23
1546,2019-02-01,HOUSTON_ROCKETS,Western,57,51,29,22
1547,2019-02-01,DENVER_NUGGETS,Western,298,51,36,15
1548,2019-02-02,LOS_ANGELES_CLIPPERS,Western,39,53,29,24
1549,2019-02-02,DETROIT_PISTONS,Eastern,-142,51,22,29
1550,2019-02-02,CHICAGO_BULLS,Eastern,-494,53,12,41
1551,2019-02-02,CHARLOTTE_HORNETS,Eastern,17,52,26,26
1552,2019-02-02,BROOKLYN_NETS,Eastern,1,54,28,26
1553,2019-02-02,ORLANDO_MAGIC,Eastern,-166,53,22,31
1554,2019-02-02,MILWAUKEE_BUCKS,Eastern,502,51,38,13
1555,2019-02-02,WASHINGTON_WIZARDS,Eastern,-149,52,22,30
1556,2019-02-02,DALLAS_MAVERICKS,Western,33,52,24,28
1557,2019-02-02,CLEVELAND_CAVALIERS,Eastern,-570,53,11,42
1558,2019-02-02,INDIANA_PACERS,Eastern,220,52,33,19
1559,2019-02-02,MIAMI_HEAT,Eastern,-31,51,24,27
1560,2019-02-02,LOS_ANGELES_LAKERS,Western,0,53,27,26
1561,2019-02-02,GOLDEN_STATE_WARRIORS,Western,369,52,37,15
1562,2019-02-02,NEW_ORLEANS_PELICANS,Western,68,53,23,30
1563,2019-02-02,SAN_ANTONIO_SPURS,Western,140,54,32,22
1564,2019-02-02,DENVER_NUGGETS,Western,299,52,37,15
1565,2019-02-02,MINNESOTA_TIMBERWOLVES,Western,7,52,25,27
1566,2019-02-02,ATLANTA_HAWKS,Eastern,-392,52,17,35
1567,2019-02-02,PHOENIX_SUNS,Western,-516,54,11,43
1568,2019-02-02,HOUSTON_ROCKETS,Western,84,52,30,22
1569,2019-02-02,UTAH_JAZZ,Western,144,54,30,24
1570,2019-02-02,PHILADELPHIA_76ERS,Eastern,186,53,34,19
1571,2019-02-02,SACRAMENTO_KINGS,Western,-76,52,27,25
1572,2019-02-03,MEMPHIS_GRIZZLIES,Western,-164,54,21,33
1573,2019-02-03,NEW_YORK_KNICKS,Eastern,-466,52,10,42
1574,2019-02-03,OKLAHOMA_CITY_THUNDER,Western,262,52,33,19
1575,2019-02-03,BOSTON_CELTICS,Eastern,366,53,34,19
1576,2019-02-03,LOS_ANGELES_CLIPPERS,Western,21,54,29,25
1577,2019-02-03,TORONTO_RAPTORS,Eastern,286,54,38,16
1578,2019-02-04,DENVER_NUGGETS,Western,273,53,37,16
1579,2019-02-04,DETROIT_PISTONS,Eastern,-116,52,23,29
1580,2019-02-04,ATLANTA_HAWKS,Eastern,-384,53,18,35
1581,2019-02-04,WASHINGTON_WIZARDS,Eastern,-157,53,22,31
1582,2019-02-04,MILWAUKEE_BUCKS,Eastern,521,52,39,13
1583,2019-02-04,BROOKLYN_NETS,Eastern,-18,55,28,27
1584,2019-02-04,INDIANA_PACERS,Eastern,222,53,34,19
1585,2019-02-04,NEW_ORLEANS_PELICANS,Western,66,54,23,31
1586,2019-02-04,HOUSTON_ROCKETS,Western,92,53,31,22
1587,2019-02-04,PHOENIX_SUNS,Western,-524,55,11,44
1588,2019-02-04,SAN_ANTONIO_SPURS,Western,125,55,32,23
1589,2019-02-04,SACRAMENTO_KINGS,Western,-61,53,28,25
1590,2019-02-05,LOS_ANGELES_CLIPPERS,Western,23,55,30,25
1591,2019-02-05,CHARLOTTE_HORNETS,Eastern,15,53,26,27
1592,2019-02-05,BOSTON_CELTICS,Eastern,373,54,35,19
1593,2019-02-05,CLEVELAND_CAVALIERS,Eastern,-577,54,11,43
1594,2019-02-05,LOS_ANGELES_LAKERS,Western,-42,54,27,27
1595,2019-02-05,INDIANA_PACERS,Eastern,264,54,35,19
1596,2019-02-05,DETROIT_PISTONS,Eastern,-103,53,24,29
1597,2019-02-05,NEW_YORK_KNICKS,Eastern,-479,53,10,43
1598,2019-02-05,MINNESOTA_TIMBERWOLVES,Western,5,53,25,28
1599,2019-02-05,MEMPHIS_GRIZZLIES,Western,-162,55,22,33
1600,2019-02-05,ORLANDO_MAGIC,Eastern,-176,54,22,32
1601,2019-02-05,OKLAHOMA_CITY_THUNDER,Western,272,53,34,19
1602,2019-02-05,TORONTO_RAPTORS,Eastern,298,55,39,16
1603,2019-02-05,PHILADELPHIA_76ERS,Eastern,174,54,34,20
1604,2019-02-05,MIAMI_HEAT,Eastern,-21,52,25,27
1605,2019-02-05,PORTLAND_TRAIL_BLAZERS,Western,151,53,32,21
1606,2019-02-06,DENVER_NUGGETS,Western,268,54,37,17
1607,2019-02-06,BROOKLYN_NETS,Eastern,-13,56,29,27
1608,2019-02-06,NEW_ORLEANS_PELICANS,Western,71,55,24,31
1609,2019-02-06,CHICAGO_BULLS,Eastern,-499,54,12,42
1610,2019-02-06,WASHINGTON_WIZARDS,Eastern,-176,54,22,32
1611,2019-02-06,MILWAUKEE_BUCKS,Eastern,540,53,40,13
1612,2019-02-06,CHARLOTTE_HORNETS,Eastern,9,54,26,28
1613,2019-02-06,DALLAS_MAVERICKS,Western,39,53,25,28
1614,2019-02-06,PHOENIX_SUNS,Western,-552,56,11,45
1615,2019-02-06,UTAH_JAZZ,Western,172,55,31,24
1616,2019-02-06,HOUSTON_ROCKETS,Western,118,54,32,22
1617,2019-02-06,SACRAMENTO_KINGS,Western,-87,54,28,26
1618,2019-02-06,SAN_ANTONIO_SPURS,Western,86,56,32,24
1619,2019-02-06,GOLDEN_STATE_WARRIORS,Western,408,53,38,15
1620,2019-02-07,LOS_ANGELES_CLIPPERS,Western,-1,56,30,26
1621,2019-02-07,INDIANA_PACERS,Eastern,288,55,36,19
1622,2019-02-07,MINNESOTA_TIMBERWOLVES,Western,-5,54,25,29
1623,2019-02-07,ORLANDO_MAGIC,Eastern,-166,55,23,32
1624,2019-02-07,TORONTO_RAPTORS,Eastern,316,56,40,16
1625,2019-02-07,ATLANTA_HAWKS,Eastern,-402,54,18,36
1626,2019-02-07,LOS_ANGELES_LAKERS,Western,-41,55,28,27
1627,2019-02-07,BOSTON_CELTICS,Eastern,372,55,35,20
1628,2019-02-07,MEMPHIS_GRIZZLIES,Western,-184,56,22,34
1629,2019-02-07,OKLAHOMA_CITY_THUNDER,Western,294,54,35,19
1630,2019-02-07,SAN_ANTONIO_SPURS,Western,77,57,32,25
1631,2019-02-07,PORTLAND_TRAIL_BLAZERS,Western,160,54,33,21
1632,2019-02-08,NEW_YORK_KNICKS,Eastern,-496,54,10,44
1633,2019-02-08,DETROIT_PISTONS,Eastern,-86,54,25,29
1634,2019-02-08,DENVER_NUGGETS,Western,261,55,37,18
1635,2019-02-08,PHILADELPHIA_76ERS,Eastern,181,55,35,20
1636,2019-02-08,CLEVELAND_CAVALIERS,Eastern,-590,55,11,44
1637,2019-02-08,WASHINGTON_WIZARDS,Eastern,-163,55,23,32
1638,2019-02-08,CHICAGO_BULLS,Eastern,-480,55,13,42
1639,2019-02-08,BROOKLYN_NETS,Eastern,-32,57,29,28
1640,2019-02-08,MILWAUKEE_BUCKS,Eastern,555,54,41,13
1641,2019-02-08,DALLAS_MAVERICKS,Western,24,54,25,29
1642,2019-02-08,GOLDEN_STATE_WARRIORS,Western,418,54,39,15
1643,2019-02-08,PHOENIX_SUNS,Western,-562,57,11,46
1644,2019-02-08,MINNESOTA_TIMBERWOLVES,Western,-10,55,25,30
1645,2019-02-08,NEW_ORLEANS_PELICANS,Western,76,56,25,31
1646,2019-02-08,MIAMI_HEAT,Eastern,-27,53,25,28
1647,2019-02-08,SACRAMENTO_KINGS,Western,-81,55,29,26
1648,2019-02-09,SAN_ANTONIO_SPURS,Western,57,58,32,26
1649,2019-02-09,UTAH_JAZZ,Western,192,56,32,24
1650,2019-02-09,CLEVELAND_CAVALIERS,Eastern,-605,56,11,45
1651,2019-02-09,INDIANA_PACERS,Eastern,303,56,37,19
1652,2019-02-09,CHARLOTTE_HORNETS,Eastern,18,55,27,28
1653,2019-02-09,ATLANTA_HAWKS,Eastern,-411,55,18,37
1654,2019-02-09,TORONTO_RAPTORS,Eastern,321,57,41,16
1655,2019-02-09,NEW_YORK_KNICKS,Eastern,-501,55,10,45
1656,2019-02-09,LOS_ANGELES_CLIPPERS,Western,10,57,31,26
1657,2019-02-09,BOSTON_CELTICS,Eastern,361,56,35,21
1658,2019-02-09,WASHINGTON_WIZARDS,Eastern,-154,56,24,32
1659,2019-02-09,CHICAGO_BULLS,Eastern,-489,56,13,43
1660,2019-02-09,NEW_ORLEANS_PELICANS,Western,67,57,25,32
1661,2019-02-09,MEMPHIS_GRIZZLIES,Western,-175,57,23,34
1662,2019-02-09,OKLAHOMA_CITY_THUNDER,Western,299,55,36,19
1663,2019-02-09,HOUSTON_ROCKETS,Western,113,55,32,23
1664,2019-02-09,ORLANDO_MAGIC,Eastern,-146,56,24,32
1665,2019-02-09,MILWAUKEE_BUCKS,Eastern,535,55,41,14
1666,2019-02-10,PORTLAND_TRAIL_BLAZERS,Western,159,55,33,22
1667,2019-02-10,DALLAS_MAVERICKS,Western,25,55,26,29
1668,2019-02-10,LOS_ANGELES_LAKERS,Western,-64,56,28,28
1669,2019-02-10,PHILADELPHIA_76ERS,Eastern,204,56,36,20
1670,2019-02-10,PHOENIX_SUNS,Western,-575,58,11,47
1671,2019-02-10,SACRAMENTO_KINGS,Western,-68,56,30,26
1672,2019-02-10,ORLANDO_MAGIC,Eastern,-130,57,25,32
1673,2019-02-10,ATLANTA_HAWKS,Eastern,-427,56,18,38
1674,2019-02-10,MIAMI_HEAT,Eastern,-29,54,25,29
1675,2019-02-10,GOLDEN_STATE_WARRIORS,Western,420,55,40,15
1676,2019-02-11,NEW_YORK_KNICKS,Eastern,-504,56,10,46
1677,2019-02-11,CLEVELAND_CAVALIERS,Eastern,-602,57,12,45
1678,2019-02-11,WASHINGTON_WIZARDS,Eastern,-163,57,24,33
1679,2019-02-11,DETROIT_PISTONS,Eastern,-77,55,26,29
1680,2019-02-11,CHARLOTTE_HORNETS,Eastern,9,56,27,29
1681,2019-02-11,INDIANA_PACERS,Eastern,312,57,38,19
1682,2019-02-11,BROOKLYN_NETS,Eastern,-34,58,29,29
1683,2019-02-11,TORONTO_RAPTORS,Eastern,323,58,42,16
1684,2019-02-11,MILWAUKEE_BUCKS,Eastern,548,56,42,14
1685,2019-02-11,CHICAGO_BULLS,Eastern,-502,57,13,44
1686,2019-02-11,DALLAS_MAVERICKS,Western,9,56,26,30
1687,2019-02-11,HOUSTON_ROCKETS,Western,129,56,33,23
1688,2019-02-11,LOS_ANGELES_CLIPPERS,Western,0,58,31,27
1689,2019-02-11,MINNESOTA_TIMBERWOLVES,Western,0,56,26,30
1690,2019-02-11,PORTLAND_TRAIL_BLAZERS,Western,150,56,33,23
1691,2019-02-11,OKLAHOMA_CITY_THUNDER,Western,308,56,37,19
1692,2019-02-11,MIAMI_HEAT,Eastern,-45,55,25,30
1693,2019-02-11,DENVER_NUGGETS,Western,277,56,38,18
1694,2019-02-12,LOS_ANGELES_LAKERS,Western,-68,57,28,29
1695,2019-02-12,ATLANTA_HAWKS,Eastern,-423,57,19,38
1696,2019-02-12,SAN_ANTONIO_SPURS,Western,58,59,33,26
1697,2019-02-12,MEMPHIS_GRIZZLIES,Western,-176,58,23,35
1698,2019-02-12,ORLANDO_MAGIC,Eastern,-100,58,26,32
1699,2019-02-12,NEW_ORLEANS_PELICANS,Western,37,58,25,33
1700,2019-02-12,BOSTON_CELTICS,Eastern,364,57,36,21
1701,2019-02-12,PHILADELPHIA_76ERS,Eastern,201,57,36,21
1702,2019-02-12,UTAH_JAZZ,Western,185,57,32,25
1703,2019-02-12,GOLDEN_STATE_WARRIORS,Western,427,56,41,15
1704,2019-02-13,BROOKLYN_NETS,Eastern,-25,59,30,29
1705,2019-02-13,CLEVELAND_CAVALIERS,Eastern,-611,58,12,46
1706,2019-02-13,MILWAUKEE_BUCKS,Eastern,557,57,43,14
1707,2019-02-13,INDIANA_PACERS,Eastern,303,58,38,20
1708,2019-02-13,DETROIT_PISTONS,Eastern,-85,56,26,30
1709,2019-02-13,BOSTON_CELTICS,Eastern,372,58,37,21
1710,2019-02-13,PHILADELPHIA_76ERS,Eastern,216,58,37,21
1711,2019-02-13,NEW_YORK_KNICKS,Eastern,-519,57,10,47
1712,2019-02-13,WASHINGTON_WIZARDS,Eastern,-172,58,24,34
1713,2019-02-13,TORONTO_RAPTORS,Eastern,332,59,43,16
1714,2019-02-13,MEMPHIS_GRIZZLIES,Western,-188,59,23,36
1715,2019-02-13,CHICAGO_BULLS,Eastern,-490,58,14,44
1716,2019-02-13,HOUSTON_ROCKETS,Western,119,57,33,24
1717,2019-02-13,MINNESOTA_TIMBERWOLVES,Western,10,57,27,30
1718,2019-02-13,MIAMI_HEAT,Eastern,-34,56,26,30
1719,2019-02-13,DALLAS_MAVERICKS,Western,-2,57,26,31
1720,2019-02-13,SACRAMENTO_KINGS,Western,-70,57,30,27
1721,2019-02-13,DENVER_NUGGETS,Western,279,57,39,18
1722,2019-02-13,PHOENIX_SUNS,Western,-602,59,11,48
1723,2019-02-13,LOS_ANGELES_CLIPPERS,Western,27,59,32,27
1724,2019-02-13,GOLDEN_STATE_WARRIORS,Western,405,57,41,16
1725,2019-02-13,PORTLAND_TRAIL_BLAZERS,Western,172,57,34,23
1726,2019-02-14,CHARLOTTE_HORNETS,Eastern,-29,57,27,30
1727,2019-02-14,ORLANDO_MAGIC,Eastern,-62,59,27,32
1728,2019-02-14,NEW_YORK_KNICKS,Eastern,-504,58,11,47
1729,2019-02-14,ATLANTA_HAWKS,Eastern,-438,58,19,39
1730,2019-02-14,OKLAHOMA_CITY_THUNDER,Western,299,57,37,20
1731,2019-02-14,NEW_ORLEANS_PELICANS,Western,46,59,26,33
1732,2019-02-21,PHOENIX_SUNS,Western,-615,60,11,49
1733,2019-02-21,CLEVELAND_CAVALIERS,Eastern,-598,59,13,46
1734,2019-02-21,MIAMI_HEAT,Eastern,-38,57,26,31
1735,2019-02-21,PHILADELPHIA_76ERS,Eastern,220,59,38,21
1736,2019-02-21,PORTLAND_TRAIL_BLAZERS,Western,186,58,35,23
1737,2019-02-21,BROOKLYN_NETS,Eastern,-39,60,30,30
1738,2019-02-21,BOSTON_CELTICS,Eastern,371,59,37,22
1739,2019-02-21,MILWAUKEE_BUCKS,Eastern,558,58,44,14
1740,2019-02-21,SACRAMENTO_KINGS,Western,-72,58,30,28
1741,2019-02-21,GOLDEN_STATE_WARRIORS,Western,407,58,42,16
1742,2019-02-21,HOUSTON_ROCKETS,Western,114,58,33,25
1743,2019-02-21,LOS_ANGELES_LAKERS,Western,-63,58,29,29
1744,2019-02-22,WASHINGTON_WIZARDS,Eastern,-185,59,24,35
1745,2019-02-22,CHARLOTTE_HORNETS,Eastern,-16,58,28,30
1746,2019-02-22,NEW_ORLEANS_PELICANS,Western,31,60,26,34
1747,2019-02-22,INDIANA_PACERS,Eastern,318,59,39,20
1748,2019-02-22,CHICAGO_BULLS,Eastern,-489,59,15,44
1749,2019-02-22,ORLANDO_MAGIC,Eastern,-63,60,27,33
1750,2019-02-22,SAN_ANTONIO_SPURS,Western,55,60,33,27
1751,2019-02-22,TORONTO_RAPTORS,Eastern,335,60,44,16
1752,2019-02-22,DETROIT_PISTONS,Eastern,-82,57,27,30
1753,2019-02-22,ATLANTA_HAWKS,Eastern,-441,59,19,40
1754,2019-02-22,MINNESOTA_TIMBERWOLVES,Western,21,58,28,30
1755,2019-02-22,NEW_YORK_KNICKS,Eastern,-515,59,11,48
1756,2019-02-22,LOS_ANGELES_CLIPPERS,Western,33,60,33,27
1757,2019-02-22,MEMPHIS_GRIZZLIES,Western,-194,60,23,37
1758,2019-02-22,DENVER_NUGGETS,Western,289,58,40,18
1759,2019-02-22,DALLAS_MAVERICKS,Western,-12,58,26,32
1760,2019-02-22,UTAH_JAZZ,Western,184,58,32,26
1761,2019-02-22,OKLAHOMA_CITY_THUNDER,Western,300,58,38,20
1762,2019-02-23,PORTLAND_TRAIL_BLAZERS,Western,201,59,36,23
1763,2019-02-23,PHILADELPHIA_76ERS,Eastern,205,60,38,22
1764,2019-02-23,PHOENIX_SUNS,Western,-623,61,11,50
1765,2019-02-23,ATLANTA_HAWKS,Eastern,-433,60,20,40
1766,2019-02-23,BROOKLYN_NETS,Eastern,-37,61,31,30
1767,2019-02-23,CHARLOTTE_HORNETS,Eastern,-18,59,28,31
1768,2019-02-23,MEMPHIS_GRIZZLIES,Western,-199,61,23,38
1769,2019-02-23,CLEVELAND_CAVALIERS,Eastern,-593,60,14,46
1770,2019-02-23,LOS_ANGELES_LAKERS,Western,-76,59,29,30
1771,2019-02-23,NEW_ORLEANS_PELICANS,Western,44,61,27,34
1772,2019-02-23,INDIANA_PACERS,Eastern,325,60,40,20
1773,2019-02-23,WASHINGTON_WIZARDS,Eastern,-192,60,24,36
1774,2019-02-23,DETROIT_PISTONS,Eastern,-59,58,28,30
1775,2019-02-23,MIAMI_HEAT,Eastern,-61,58,26,32
1776,2019-02-23,BOSTON_CELTICS,Eastern,361,60,37,23
1777,2019-02-23,CHICAGO_BULLS,Eastern,-479,60,16,44
1778,2019-02-23,SACRAMENTO_KINGS,Western,-69,59,31,28
1779,2019-02-23,OKLAHOMA_CITY_THUNDER,Western,297,59,38,21
1780,2019-02-23,HOUSTON_ROCKETS,Western,120,59,34,25
1781,2019-02-23,GOLDEN_STATE_WARRIORS,Western,401,59,42,17
1782,2019-02-23,MINNESOTA_TIMBERWOLVES,Western,9,59,28,31
1783,2019-02-23,MILWAUKEE_BUCKS,Eastern,570,59,45,14
1784,2019-02-23,DALLAS_MAVERICKS,Western,-28,59,26,33
1785,2019-02-23,UTAH_JAZZ,Western,200,59,33,26
1786,2019-02-24,ORLANDO_MAGIC,Eastern,-48,61,28,33
1787,2019-02-24,TORONTO_RAPTORS,Eastern,320,61,44,17
1788,2019-02-24,LOS_ANGELES_CLIPPERS,Western,6,61,33,28
1789,2019-02-24,DENVER_NUGGETS,Western,316,59,41,18
1790,2019-02-24,SAN_ANTONIO_SPURS,Western,43,61,33,28
1791,2019-02-24,NEW_YORK_KNICKS,Eastern,-503,60,12,48
1792,2019-02-25,GOLDEN_STATE_WARRIORS,Western,412,60,43,17
1793,2019-02-25,CHARLOTTE_HORNETS,Eastern,-29,60,28,32
1794,2019-02-25,PORTLAND_TRAIL_BLAZERS,Western,214,60,37,23
1795,2019-02-25,CLEVELAND_CAVALIERS,Eastern,-606,61,14,47
1796,2019-02-25,INDIANA_PACERS,Eastern,321,61,40,21
1797,2019-02-25,DETROIT_PISTONS,Eastern,-55,59,29,30
1798,2019-02-25,SAN_ANTONIO_SPURS,Western,27,62,33,29
1799,2019-02-25,BROOKLYN_NETS,Eastern,-21,62,32,30
1800,2019-02-25,PHOENIX_SUNS,Western,-620,62,12,50
1801,2019-02-25,MIAMI_HEAT,Eastern,-64,59,26,33
1802,2019-02-25,MILWAUKEE_BUCKS,Eastern,581,60,46,14
1803,2019-02-25,CHICAGO_BULLS,Eastern,-490,61,16,45
1804,2019-02-25,ATLANTA_HAWKS,Eastern,-441,61,20,41
1805,2019-02-25,HOUSTON_ROCKETS,Western,128,60,35,25
1806,2019-02-25,LOS_ANGELES_LAKERS,Western,-81,60,29,31
1807,2019-02-25,MEMPHIS_GRIZZLIES,Western,-194,62,24,38
1808,2019-02-25,SACRAMENTO_KINGS,Western,-76,60,31,29
1809,2019-02-25,MINNESOTA_TIMBERWOLVES,Western,16,60,29,31
1810,2019-02-25,PHILADELPHIA_76ERS,Eastern,206,61,39,22
1811,2019-02-25,NEW_ORLEANS_PELICANS,Western,43,62,27,35
1812,2019-02-25,DALLAS_MAVERICKS,Western,-37,60,26,34
1813,2019-02-25,LOS_ANGELES_CLIPPERS,Western,15,62,34,28
1814,2019-02-26,ORLANDO_MAGIC,Eastern,-53,62,28,34
1815,2019-02-26,NEW_YORK_KNICKS,Eastern,-498,61,13,48
1816,2019-02-26,BOSTON_CELTICS,Eastern,338,61,37,24
1817,2019-02-26,TORONTO_RAPTORS,Eastern,343,62,45,17
1818,2019-02-26,OKLAHOMA_CITY_THUNDER,Western,288,60,38,22
1819,2019-02-26,DENVER_NUGGETS,Western,325,60,42,18
1820,2019-02-27,HOUSTON_ROCKETS,Western,133,61,36,25
1821,2019-02-27,CHARLOTTE_HORNETS,Eastern,-34,61,28,33
1822,2019-02-27,MINNESOTA_TIMBERWOLVES,Western,8,61,29,32
1823,2019-02-27,ATLANTA_HAWKS,Eastern,-433,62,21,41
1824,2019-02-27,WASHINGTON_WIZARDS,Eastern,-183,61,25,36
1825,2019-02-27,BROOKLYN_NETS,Eastern,-30,63,32,31
1826,2019-02-27,GOLDEN_STATE_WARRIORS,Western,411,61,43,18
1827,2019-02-27,MIAMI_HEAT,Eastern,-63,60,27,33
1828,2019-02-27,PORTLAND_TRAIL_BLAZERS,Western,219,61,38,23
1829,2019-02-27,BOSTON_CELTICS,Eastern,333,62,37,25
1830,2019-02-27,CHICAGO_BULLS,Eastern,-488,62,17,45
1831,2019-02-27,MEMPHIS_GRIZZLIES,Western,-196,63,24,39
1832,2019-02-27,INDIANA_PACERS,Eastern,312,62,40,22
1833,2019-02-27,DALLAS_MAVERICKS,Western,-28,61,27,34
1834,2019-02-27,DETROIT_PISTONS,Eastern,-67,60,29,31
1835,2019-02-27,SAN_ANTONIO_SPURS,Western,39,63,34,29
1836,2019-02-27,LOS_ANGELES_CLIPPERS,Western,9,63,34,29
1837,2019-02-27,UTAH_JAZZ,Western,206,60,34,26
1838,2019-02-27,MILWAUKEE_BUCKS,Eastern,582,61,47,14
1839,2019-02-27,SACRAMENTO_KINGS,Western,-77,61,31,30
1840,2019-02-27,NEW_ORLEANS_PELICANS,Western,37,63,27,36
1841,2019-02-27,LOS_ANGELES_LAKERS,Western,-75,61,30,31
1842,2019-02-28,MINNESOTA_TIMBERWOLVES,Western,1,62,29,33
1843,2019-02-28,INDIANA_PACERS,Eastern,319,63,41,22
1844,2019-02-28,GOLDEN_STATE_WARRIORS,Western,404,62,43,19
1845,2019-02-28,ORLANDO_MAGIC,Eastern,-46,63,29,34
1846,2019-02-28,CLEVELAND_CAVALIERS,Eastern,-599,62,15,47
1847,2019-02-28,NEW_YORK_KNICKS,Eastern,-505,62,13,49
1848,2019-02-28,MIAMI_HEAT,Eastern,-66,61,27,34
1849,2019-02-28,HOUSTON_ROCKETS,Western,136,62,37,25
1850,2019-02-28,PHILADELPHIA_76ERS,Eastern,210,62,40,22
1851,2019-02-28,OKLAHOMA_CITY_THUNDER,Western,284,61,38,23
1852,2019-02-28,UTAH_JAZZ,Western,213,61,35,26
1853,2019-02-28,DENVER_NUGGETS,Western,318,61,42,19
1854,2019-03-01,CHICAGO_BULLS,Eastern,-481,63,18,45
1855,2019-03-01,ATLANTA_HAWKS,Eastern,-440,63,21,42
1856,2019-03-01,CHARLOTTE_HORNETS,Eastern,-23,62,29,33
1857,2019-03-01,BROOKLYN_NETS,Eastern,-41,64,32,32
1858,2019-03-01,WASHINGTON_WIZARDS,Eastern,-194,62,25,37
1859,2019-03-01,BOSTON_CELTICS,Eastern,344,63,38,25
1860,2019-03-01,PORTLAND_TRAIL_BLAZERS,Western,217,62,38,24
1861,2019-03-01,TORONTO_RAPTORS,Eastern,345,63,46,17
1862,2019-03-01,NEW_ORLEANS_PELICANS,Western,51,64,28,36
1863,2019-03-01,PHOENIX_SUNS,Western,-634,63,12,51
1864,2019-03-01,LOS_ANGELES_CLIPPERS,Western,16,64,35,29
1865,2019-03-01,SACRAMENTO_KINGS,Western,-84,62,31,31
1866,2019-03-01,MILWAUKEE_BUCKS,Eastern,593,62,48,14
1867,2019-03-01,LOS_ANGELES_LAKERS,Western,-86,62,30,32
1868,2019-03-02,DETROIT_PISTONS,Eastern,-31,61,30,31
1869,2019-03-02,CLEVELAND_CAVALIERS,Eastern,-635,63,15,48
1870,2019-03-02,ORLANDO_MAGIC,Eastern,-41,64,30,34
1871,2019-03-02,INDIANA_PACERS,Eastern,314,64,41,23
1872,2019-03-02,BROOKLYN_NETS,Eastern,-70,65,32,33
1873,2019-03-02,MIAMI_HEAT,Eastern,-37,62,28,34
1874,2019-03-02,MEMPHIS_GRIZZLIES,Western,-166,64,25,39
1875,2019-03-02,DALLAS_MAVERICKS,Western,-58,62,27,35
1876,2019-03-02,GOLDEN_STATE_WARRIORS,Western,407,63,44,19
1877,2019-03-02,PHILADELPHIA_76ERS,Eastern,207,63,40,23
1878,2019-03-02,OKLAHOMA_CITY_THUNDER,Western,270,62,38,24
1879,2019-03-02,SAN_ANTONIO_SPURS,Western,53,64,35,29
1880,2019-03-02,NEW_ORLEANS_PELICANS,Western,59,65,29,36
1881,2019-03-02,DENVER_NUGGETS,Western,310,62,42,20
1882,2019-03-02,LOS_ANGELES_LAKERS,Western,-95,63,30,33
1883,2019-03-02,PHOENIX_SUNS,Western,-625,64,13,51
1884,2019-03-02,MILWAUKEE_BUCKS,Eastern,589,63,48,15
1885,2019-03-02,UTAH_JAZZ,Western,217,62,36,26
1886,2019-03-03,PORTLAND_TRAIL_BLAZERS,Western,227,63,39,24
1887,2019-03-03,CHARLOTTE_HORNETS,Eastern,-33,63,29,34
1888,2019-03-03,HOUSTON_ROCKETS,Western,147,63,38,25
1889,2019-03-03,BOSTON_CELTICS,Eastern,333,64,38,26
1890,2019-03-03,ATLANTA_HAWKS,Eastern,-435,64,22,42
1891,2019-03-03,CHICAGO_BULLS,Eastern,-486,64,18,46
1892,2019-03-03,NEW_YORK_KNICKS,Eastern,-526,63,13,50
