,start_time,away_team,home_team,est_time
136,2019-11-10 20:00:00+00:00,BROOKLYN_NETS,PHOENIX_SUNS,2019-11-10 15:00:00-05:00
137,2019-11-10 21:00:00+00:00,ATLANTA_HAWKS,PORTLAND_TRAIL_BLAZERS,2019-11-10 16:00:00-05:00
138,2019-11-10 21:30:00+00:00,TORONTO_RAPTORS,LOS_ANGELES_LAKERS,2019-11-10 16:30:00-05:00
139,2019-11-11 19:00:00+00:00,MINNESOTA_TIMBERWOLVES,DETROIT_PISTONS,2019-11-11 14:00:00-05:00
140,2019-11-11 19:30:00+00:00,DALLAS_MAVERICKS,BOSTON_CELTICS,2019-11-11 14:30:00-05:00
141,2019-11-11 19:30:00+00:00,MEMPHIS_GRIZZLIES,SAN_ANTONIO_SPURS,2019-11-11 14:30:00-05:00
142,2019-11-11 20:00:00+00:00,HOUSTON_ROCKETS,NEW_ORLEANS_PELICANS,2019-11-11 15:00:00-05:00
143,2019-11-11 22:30:00+00:00,UTAH_JAZZ,GOLDEN_STATE_WARRIORS,2019-11-11 17:30:00-05:00
144,2019-11-11 22:30:00+00:00,TORONTO_RAPTORS,LOS_ANGELES_CLIPPERS,2019-11-11 17:30:00-05:00
145,2019-11-12 19:00:00+00:00,OKLAHOMA_CITY_THUNDER,INDIANA_PACERS,2019-11-12 14:00:00-05:00
146,2019-11-12 19:00:00+00:00,CLEVELAND_CAVALIERS,PHILADELPHIA_76ERS,2019-11-12 14:00:00-05:00
147,2019-11-12 19:30:00+00:00,DETROIT_PISTONS,MIAMI_HEAT,2019-11-12 14:30:00-05:00
148,2019-11-12 20:00:00+00:00,NEW_YORK_KNICKS,CHICAGO_BULLS,2019-11-12 15:00:00-05:00
149,2019-11-12 21:00:00+00:00,ATLANTA_HAWKS,DENVER_NUGGETS,2019-11-12 16:00:00-05:00
150,2019-11-12 21:00:00+00:00,LOS_ANGELES_LAKERS,PHOENIX_SUNS,2019-11-12 16:00:00-05:00
151,2019-11-12 21:00:00+00:00,BROOKLYN_NETS,UTAH_JAZZ,2019-11-12 16:00:00-05:00
152,2019-11-12 22:00:00+00:00,PORTLAND_TRAIL_BLAZERS,SACRAMENTO_KINGS,2019-11-12 17:00:00-05:00
153,2019-11-13 19:00:00+00:00,MEMPHIS_GRIZZLIES,CHARLOTTE_HORNETS,2019-11-13 14:00:00-05:00
154,2019-11-13 19:00:00+00:00,PHILADELPHIA_76ERS,ORLANDO_MAGIC,2019-11-13 14:00:00-05:00
155,2019-11-13 19:30:00+00:00,WASHINGTON_WIZARDS,BOSTON_CELTICS,2019-11-13 14:30:00-05:00
156,2019-11-13 19:30:00+00:00,LOS_ANGELES_CLIPPERS,HOUSTON_ROCKETS,2019-11-13 14:30:00-05:00
157,2019-11-13 20:00:00+00:00,SAN_ANTONIO_SPURS,MINNESOTA_TIMBERWOLVES,2019-11-13 15:00:00-05:00
158,2019-11-13 22:00:00+00:00,GOLDEN_STATE_WARRIORS,LOS_ANGELES_LAKERS,2019-11-13 17:00:00-05:00
159,2019-11-13 22:00:00+00:00,TORONTO_RAPTORS,PORTLAND_TRAIL_BLAZERS,2019-11-13 17:00:00-05:00
160,2019-11-14 18:00:00+00:00,MIAMI_HEAT,CLEVELAND_CAVALIERS,2019-11-14 13:00:00-05:00
161,2019-11-14 20:00:00+00:00,CHICAGO_BULLS,MILWAUKEE_BUCKS,2019-11-14 15:00:00-05:00
162,2019-11-14 20:00:00+00:00,LOS_ANGELES_CLIPPERS,NEW_ORLEANS_PELICANS,2019-11-14 15:00:00-05:00
163,2019-11-14 20:00:00+00:00,DALLAS_MAVERICKS,NEW_YORK_KNICKS,2019-11-14 15:00:00-05:00
164,2019-11-14 21:00:00+00:00,ATLANTA_HAWKS,PHOENIX_SUNS,2019-11-14 16:00:00-05:00
165,2019-11-14 22:30:00+00:00,BROOKLYN_NETS,DENVER_NUGGETS,2019-11-14 17:30:00-05:00
166,2019-11-15 19:00:00+00:00,DETROIT_PISTONS,CHARLOTTE_HORNETS,2019-11-15 14:00:00-05:00
167,2019-11-15 19:00:00+00:00,SAN_ANTONIO_SPURS,ORLANDO_MAGIC,2019-11-15 14:00:00-05:00
168,2019-11-15 20:00:00+00:00,INDIANA_PACERS,HOUSTON_ROCKETS,2019-11-15 15:00:00-05:00
169,2019-11-15 20:00:00+00:00,UTAH_JAZZ,MEMPHIS_GRIZZLIES,2019-11-15 15:00:00-05:00
170,2019-11-15 20:00:00+00:00,WASHINGTON_WIZARDS,MINNESOTA_TIMBERWOLVES,2019-11-15 15:00:00-05:00
171,2019-11-15 20:00:00+00:00,PHILADELPHIA_76ERS,OKLAHOMA_CITY_THUNDER,2019-11-15 15:00:00-05:00
172,2019-11-15 22:30:00+00:00,BOSTON_CELTICS,GOLDEN_STATE_WARRIORS,2019-11-15 17:30:00-05:00
173,2019-11-15 22:30:00+00:00,SACRAMENTO_KINGS,LOS_ANGELES_LAKERS,2019-11-15 17:30:00-05:00
174,2019-11-16 18:00:00+00:00,BROOKLYN_NETS,CHICAGO_BULLS,2019-11-16 13:00:00-05:00
175,2019-11-16 19:00:00+00:00,MILWAUKEE_BUCKS,INDIANA_PACERS,2019-11-16 14:00:00-05:00
176,2019-11-16 19:30:00+00:00,CHARLOTTE_HORNETS,NEW_YORK_KNICKS,2019-11-16 14:30:00-05:00
177,2019-11-16 20:00:00+00:00,NEW_ORLEANS_PELICANS,MIAMI_HEAT,2019-11-16 15:00:00-05:00
178,2019-11-16 20:00:00+00:00,HOUSTON_ROCKETS,MINNESOTA_TIMBERWOLVES,2019-11-16 15:00:00-05:00
179,2019-11-16 20:30:00+00:00,TORONTO_RAPTORS,DALLAS_MAVERICKS,2019-11-16 15:30:00-05:00
180,2019-11-16 20:30:00+00:00,PORTLAND_TRAIL_BLAZERS,SAN_ANTONIO_SPURS,2019-11-16 15:30:00-05:00
181,2019-11-16 22:30:00+00:00,ATLANTA_HAWKS,LOS_ANGELES_CLIPPERS,2019-11-16 17:30:00-05:00
182,2019-11-17 15:00:00+00:00,PHILADELPHIA_76ERS,CLEVELAND_CAVALIERS,2019-11-17 10:00:00-05:00
183,2019-11-17 15:30:00+00:00,BOSTON_CELTICS,SACRAMENTO_KINGS,2019-11-17 10:30:00-05:00
184,2019-11-17 18:00:00+00:00,DENVER_NUGGETS,MEMPHIS_GRIZZLIES,2019-11-17 13:00:00-05:00
185,2019-11-17 18:00:00+00:00,WASHINGTON_WIZARDS,ORLANDO_MAGIC,2019-11-17 13:00:00-05:00
186,2019-11-17 19:00:00+00:00,GOLDEN_STATE_WARRIORS,NEW_ORLEANS_PELICANS,2019-11-17 14:00:00-05:00
